,Unnamed: 0,data,label
41381,41381,i feel fearless where knitting is concerned now,1
33393,33393,i am also noticing that i can only handle so much incoming information or i start to feel overwhelmed,5
54543,54543,i build ambition caution authority cunning aquarius and pisces i believe feeling duality soul growth artistic tells of the birth of ideas and concepts,1
54254,54254,i love all your comments and thoughts so feel free to leave as many as you want generally i reply via email but if it is a general question like where something is from i will reply in the comments thanks and happy blogging,1
63458,63458,i did feel that loving kindness allow us to think and feel how our conscious and how we interact with various things in the body and mind,2
21035,21035,i dont know i feel really cranky now,3
25976,25976,i feel it is vital that people get accustomed to seeing a female rapper again minaj says,1
16220,16220,i can manage to feel something while being tortured by the idiocy of my peers in the literature department,4
64341,64341,ive been practicing intuitive eating and not feeling as frantic about food and weight something has been off with my emotional well being,4
55498,55498,i still feel i have some explaining to do about something because im getting the sense that im kinda getting hated over it,3
57193,57193,i feel that the work they do at the shelter is just something they do when they are not caring for children,2
49918,49918,i apologise if the pictures are not very good quality but if youre stuck for ideas feel free to check out the websites in the captions,1
35492,35492,i feel privileged that god has given me gifts beyond the furthest reaches of my imagination in the physical form of my children,1
55603,55603,i am having a discussion with my solicitor to see if this is age discrimination because i feel humiliated as if i can not keep up,0
41628,41628,i havent really had any chocolate since faceboys emergency chocolate scare so i am feeling deprived,0
58215,58215,i feel nostalgic as i sort through my closet but i know my future wardrobe will be even better,2
51176,51176,i feel helpless about it,4
46712,46712,i start a day feeling groggy or bad or upset,0
23792,23792,i feel as if im being punished,0
22031,22031,i feel like ive been at usc for a really really long time and it was strange and borderline frustrating to be back at my house,4
60352,60352,i feel like such a neglectful blogger,0
17193,17193,i guess im just really feeling the heat lately and sweet baby rays buffalo sauce brings it baby,2
61983,61983,i feel useless every single time,0
54215,54215,im not even due until saturday so i feel like a whiney baby,0
57568,57568,im feeling resentful that he doenst appreciate the times we do have sex,3
48307,48307,i have passed the tipping point and now going round a corner feels uncertain and takes my breath away in a bad way,4
21988,21988,i feel the cold more than any other normal human being i really do enjoy winter and the colder months,3
22880,22880,i look at this experience and feel so blessed,2
48145,48145,i feel reluctant to do so,4
13359,13359,i feel like i am still in the self assured snotty stage i am trying to learn to be approachable and unassuming,1
44044,44044,i have to admit i also feel a little cold because of the relationships in this book,3
2350,2350,i feel envious of my new friend s grace,3
42301,42301,i feel afraid to be myself,4
26996,26996,im already feeling all lethargic,0
46416,46416,i want to fight but im already feeling beaten,0
59566,59566,i was feeling helpless and frustrated because it seemed like i couldnt do anything,0
50731,50731,i was in a depression feeling listless and drained and then recover i ve decided to start noting that as an event,0
31959,31959,i will focus on either an infantry company or if im feeling either brave or stupid enough a motorbike company for the rest of the challenge but ill leave it until the time and see how i feel then,1
